,Unnamed: 0,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
9846,20564,/games/boxart/full_1445907AmericaFrontccc.jpg,Devil's Crush,PCE,Misc,NEC Interchannel,Compile,,,,,,,,,,1990-01-01,
9847,20565,/games/boxart/full_6305192AmericaFrontccc.jpg,Devil's Crush,VC,Misc,Hudson Soft,Compile,,7.5,,,,,,,,2007-07-23,
9848,20566,/games/boxart/full_devils-crush_2JapanFront.jpg,Devil's Crush,PSN,Misc,Hudson Soft,Compile,,,,,,,,,,2009-07-15,
9849,20579,/games/boxart/default.jpg,Die Hard: Nakatomi Plaza,PC,Misc,Sierra Entertainment,Unknown,,,,,,,,,,2002-04-22,
9850,20587,/games/boxart/full_digital-pinball-necronomicon_90JapanFront.jpg,Digital Pinball: Necronomicon,SAT,Misc,Kaze,KAZe Co.,,,,,,,,,,1996-11-15,
9851,20593,/games/boxart/7117193ccc.jpg,Diner Dash: Hometown Hero,PC,Misc,PlayFirst,Unknown,,,,,,,,,,2007-11-07,
9852,20605,/games/boxart/default.jpg,Disgaea 2: Cursed Memories,PSP,Misc,NIS America,Unknown,,,,,,,,,,2009-09-08,
9853,20606,/games/boxart/default.jpg,Disgaea 2: Cursed Memories,PS3,Misc,Sony Computer Entertainment America,Unknown,,,,,,,,,,2013-01-22,
9854,37400,/games/boxart/5646643ccc.jpg,Disgaea 2: Cursed Memories,PS2,Role-Playing,NIS America,Nippon Ichi Software,,7.9,,,0.33,0.09,0.15,0.07,0.02,2006-08-29,
9855,20607,/games/boxart/default.jpg,Disgaea 3: Absence of Justice,PSV,Misc,NIS America,Unknown,,,,,,,,,,2012-04-17,
9856,37231,/games/boxart/full_7479649AmericaFrontccc.jpg,Disgaea 3: Absence of Justice,PS3,Role-Playing,NIS America,Nippon Ichi Software,8.2,7.8,,,0.55,0.36,0.11,0.03,0.05,2008-08-26,
9857,20608,/games/boxart/default.jpg,Disgaea: Hour of Darkness,DS,Misc,NIS America,Unknown,,,,,,,,,,2008-09-23,
9858,20609,/games/boxart/default.jpg,Disgaea: Hour of Darkness,PSP,Misc,NIS America,Unknown,,,,,,,,,,2007-10-30,
9859,20610,/games/boxart/default.jpg,Disgaea: Hour of Darkness,PS3,Misc,Sony Computer Entertainment America,Unknown,,,,,,,,,,2013-01-15,
9860,37402,/games/boxart/4342683ccc.jpg,Disgaea: Hour of Darkness,PS2,Role-Playing,Atlus,Nippon Ichi Software,,8.8,,,0.33,0.16,,0.13,0.04,2003-08-27,
9861,20626,/games/boxart/default.jpg,Distant Worlds: Universe,PC,Misc,Slitherine,Unknown,,,,,,,,,,2014-05-23,
9862,20646,/games/boxart/default.jpg,Do Not Fall,PS3,Misc,XPEC Entertainment,Unknown,,,,,,,,,,2013-06-23,
9863,20648,/games/boxart/default.jpg,Dogfight 1942,PC,Misc,City Interactive,Unknown,,,,,,,,,,2012-09-21,
9864,20649,/games/boxart/default.jpg,Dogfight 1942,PS3,Misc,City Interactive,Unknown,,,,,,,,,,2012-12-18,
9865,20650,/games/boxart/default.jpg,Dogfight 1942,X360,Misc,City Interactive,Unknown,,,,,,,,,,2012-09-05,
9866,20658,/games/boxart/default.jpg,Dominions 3: The Awakening,PC,Misc,Unknown,Unknown,,,,,,,,,,2013-09-10,
9867,20659,/games/boxart/default.jpg,Dominions 3: The Awakening,OSX,Misc,Unknown,Unknown,,,,,,,,,,2013-09-10,
9868,20660,/games/boxart/default.jpg,Dominions 3: The Awakening,Linux,Misc,Unknown,Unknown,,,,,,,,,,2013-09-10,
9869,20664,/games/boxart/full_9073107AmericaFrontccc.jpg,Domino Master,XBL,Misc,Microsoft,"TikGames, LLC",,,,,,,,,,2008-09-17,
9870,20668,/games/boxart/full_6832339AmericaFrontccc.jpg,Donkey Kong Jr. Math,WiiU,Misc,Nintendo,Nintendo,,,,,,,,,,2014-08-28,
9871,20669,/games/boxart/6138120ccc.jpg,Donkey Kong Jr. Math,NES,Misc,Nintendo,Nintendo,,,,,,,,,,1985-10-18,
9872,20670,/games/boxart/6490963ccc.jpg,Donkey Kong Jr. Math,VC,Misc,Nintendo,Nintendo,,,,,,,,,,2007-09-03,
9873,20679,/games/boxart/default.jpg,Doom & Destiny,PC,Misc,HeartBit Interactive,Unknown,,,,,,,,,,2012-11-28,
9874,20680,/games/boxart/default.jpg,Doom & Destiny,And,Misc,HeartBit Interactive,Unknown,,,,,,,,,,2013-07-15,
9875,39248,/games/boxart/full_doom-amp-destiny_498AmericaFront.jpg,Doom & Destiny,XBL,Role-Playing,HeartBit Interactive,HeartBit Interactive,,,,,,,,,,2011-08-25,
9876,20681,/games/boxart/default.jpg,Doomdark's Revenge,C64,Misc,Beyond Software,Unknown,,,,,,,,,,1985-01-01,
9877,20682,/games/boxart/default.jpg,Doomdark's Revenge,ZXS,Misc,Beyond Software,Unknown,,,,,,,,,,1985-01-01,
9878,39249,/games/boxart/full_1792665AmericaFrontccc.jpg,Doomdark's Revenge,ACPC,Role-Playing,Beyond Software,Unknown,,,,,,,,,,1985-01-01,2018-01-06
9879,20694,/games/boxart/full_double-dare_7AmericaFront.jpg,Double Dare,NES,Misc,GameTek,Rare Ltd.,,,,,,,,,,1990-04-01,
9880,20701,/games/boxart/full_2990048AmericaFrontccc.jpg,Double Fine Happy Action Theater,XBL,Misc,Microsoft Studios,Double Fine Productions,,,,,,,,,,2012-02-01,2018-09-29
9881,20725,/games/boxart/default.jpg,Dracula 2: The Last Sanctuary,PS,Misc,DreamCatcher Interactive,Unknown,,,,,,,,,,2012-05-06,
9882,20726,/games/boxart/default.jpg,Dracula 2: The Last Sanctuary,And,Misc,Microids,Unknown,,,,,,,,,,2012-02-14,
9883,20727,/games/boxart/default.jpg,Dracula 2: The Last Sanctuary,PC,Misc,Meridian4,Unknown,,,,,,,,,,2014-04-17,
9884,20735,/games/boxart/default.jpg,Dragon Fantasy Book II,PSV,Misc,The Muteki Corporation,Unknown,,,,,,,,,,2014-01-01,
9885,20736,/games/boxart/default.jpg,Dragon Fantasy Book II,PS3,Misc,The Muteki Corporation,Unknown,,,,,,,,,,2014-01-01,
9886,20744,/games/boxart/full_dragons-revenge_542AmericaFront.jpg,Dragon's Revenge,GEN,Misc,Tengen,Tengen,,,,,,,,,,1993-01-01,
9887,20751,/games/boxart/default.jpg,DRAKERZ-Confrontation,PC,Misc,Unknown,Unknown,,,,,,,,,,2014-05-19,
9888,20754,/games/boxart/default.jpg,Draw Something,And,Misc,OMGPOP,Unknown,,,,,,,,,,2012-02-01,
9889,20755,/games/boxart/default.jpg,Draw Something,WinP,Misc,Zynga,Unknown,,,,,,,,,,2012-10-27,
9890,20756,/games/boxart/default.jpg,Dreadnought,PC,Misc,Unknown,Yager Development,,,,,,,,,,,
9891,20772,/games/boxart/default.jpg,Drox Operative,Linux,Misc,Soldak Entertainment,Unknown,,,,,,,,,,2012-11-29,
9892,20773,/games/boxart/default.jpg,Drox Operative,PC,Misc,Soldak Entertainment,Unknown,,,,,,,,,,2012-11-29,
9893,20774,/games/boxart/default.jpg,Drox Operative,OSX,Misc,Soldak Entertainment,Unknown,,,,,,,,,,2012-11-29,
9894,20813,/games/boxart/default.jpg,Dungeon Highway,And,Misc,Substantial Inc.,Unknown,,,,,,,,,,2014-02-05,
9895,20814,/games/boxart/default.jpg,Dungeon Hunter 4,And,Misc,Gameloft,Unknown,,,,,,,,,,2013-04-11,
9896,20816,/games/boxart/full_4131391AmericaFrontccc.jpg,Dungeon of the Endless,PC,Misc,OnLine Studio Productions LLC,Unknown,,,,,,,,,,2013-12-11,
9897,58227,/games/boxart/full_3151272AmericaFrontccc.jpg,Dungeon of the Endless,iOS,Strategy,Sega,Amplitude Studios,,,,,,,,,,2015-08-20,2019-08-07
9898,58228,/games/boxart/full_5546690AmericaFrontccc.jpg,Dungeon of the Endless,PS4,Strategy,Sega,Amplitude Studios,,,,,,,,,,2019-12-01,2019-08-07
9899,58229,/games/boxart/full_4642513AmericaFrontccc.jpg,Dungeon of the Endless,NS,Strategy,Sega,Amplitude Studios,,,,,,,,,,2019-12-01,2019-08-07
9900,58230,/games/boxart/full_5440555AmericaFrontccc.jpg,Dungeon of the Endless,XOne,Strategy,Sega,Amplitude Studios,,,,,,,,,,2016-03-16,2019-08-07
9901,20817,/games/boxart/default.jpg,Dungeonland,PC,Misc,Paradox Interactive,Unknown,,,,,,,,,,2013-01-29,
9902,20818,/games/boxart/default.jpg,Dungeonland,OSX,Misc,Paradox Interactive,Unknown,,,,,,,,,,2013-05-21,
9903,20819,/games/boxart/default.jpg,Dungeons & Dragons: Shadow over Mystara,SAT,Misc,Capcom,Unknown,,,,,,,,,,1996-01-01,
9904,20820,/games/boxart/default.jpg,Dungeons & Dragons: Shadow over Mystara,WiiU,Misc,Capcom,Unknown,,,,,,,,,,2014-01-01,
9905,20821,/games/boxart/default.jpg,Dungeons & Dragons: Shadow over Mystara,Arc,Misc,Capcom,Unknown,,,,,,,,,,1996-01-01,
9906,20822,/games/boxart/default.jpg,Dungeons & Dragons: Shadow over Mystara,X360,Misc,Capcom,Unknown,,,,,,,,,,2014-01-01,
9907,20823,/games/boxart/default.jpg,Dungeons & Dragons: Tower of Doom,X360,Misc,Capcom,Unknown,,,,,,,,,,2014-01-01,
9908,20824,/games/boxart/default.jpg,Dungeons & Dragons: Tower of Doom,SAT,Misc,Capcom,Unknown,,,,,,,,,,1999-01-01,
9909,20825,/games/boxart/default.jpg,Dungeons & Dragons: Tower of Doom,WiiU,Misc,Capcom,Unknown,,,,,,,,,,2014-01-01,
9910,20826,/games/boxart/default.jpg,Dungeons & Dragons: Tower of Doom,Arc,Misc,Capcom,Unknown,,,,,,,,,,1993-01-01,
9911,20827,/games/boxart/default.jpg,Dungeons & Dragons: Tower of Doom,PS3,Misc,Capcom,Unknown,,,,,,,,,,2014-01-01,
9912,20842,/games/boxart/default.jpg,Eador: Masters of the Broken World,PC,Misc,Rockstar,Unknown,,,,,,,,,,2013-04-19,
9913,20847,/games/boxart/default.jpg,Ecolibrium,PSV,Misc,Sony Computer Entertainment America,Unknown,,,,,,,,,,2013-02-12,
9914,20848,/games/boxart/default.jpg,Eden Eternal,PC,Misc,Aeria Games & Entertainment,Unknown,,,,,,,,,,2011-06-16,
9915,20852,/games/boxart/default.jpg,Eien no Aseria: Kono Daichi no Hate de,PSP,Misc,CyberFront,Unknown,,,,,,,,,,2012-03-08,
9916,20882,/games/boxart/default.jpg,El Chavo Kart,PS3,Misc,Slang,Unknown,,,,,,,,,,2014-02-21,
9917,20883,/games/boxart/default.jpg,El Chavo Kart,X360,Misc,Slang,Unknown,,,,,,,,,,2014-02-21,
9918,20884,/games/boxart/default.jpg,El Chavo Kart,PSV,Misc,Slang,Unknown,,,,,,,,,,,
9919,20895,/games/boxart/default.jpg,Eleusis,PC,Misc,Unknown,Unknown,,,,,,,,,,2013-10-16,
9920,20896,/games/boxart/full_7471075JapanFrontccc.jpg,Elevator Action Old & New,GBA,Misc,Media Kite,Media Kite,,,,,,,,,,2002-12-20,
9921,20915,/games/boxart/default.jpg,End of Serenity,And,Misc,Kemco,Unknown,,,,,,,,,,2012-11-12,
9922,20916,/games/boxart/default.jpg,End of Serenity,PSP,Misc,Natsume,Unknown,,,,,,,,,,2014-06-24,
9923,20918,/games/boxart/default.jpg,Endless Legend,PC,Misc,Iceberg Interactive,Unknown,,,,,,,,,,2014-09-18,
9924,20919,/games/boxart/default.jpg,Endless Space,OSX,Misc,Iceberg Interactive,Unknown,,,,,,,,,,2012-08-24,
9925,55950,/games/boxart/full_5964190PALFrontccc.jpg,Endless Space,PC,Strategy,Iceberg Interactive,Amplitude Studios,,,,,0.0,,,0.0,0.0,2012-08-24,2018-05-25
9926,20934,/games/boxart/default.jpg,Escape Goat 2,PC,Misc,Double Fine Productions,Unknown,,,,,,,,,,2014-03-24,
9927,20947,/games/boxart/default.jpg,escapeVektor,3DS,Misc,Nnooo,Unknown,,,,,,,,,,2012-12-20,
9928,20952,/games/boxart/default.jpg,Etherium,PC,Misc,Focus Home Interactive,Unknown,,,,,,,,,,2014-07-01,
9929,20953,/games/boxart/default.jpg,Europa Universalis IV,OSX,Misc,Paradox Interactive,Unknown,,,,,,,,,,2013-08-13,
9930,20954,/games/boxart/default.jpg,Europa Universalis IV,Linux,Misc,Paradox Interactive,Unknown,,,,,,,,,,2013-08-13,
9931,55034,/games/boxart/full_8210643AmericaFrontccc.jpg,Europa Universalis IV,PC,Strategy,Paradox Interactive,Paradox Development,,,,1.0,,,,,,2014-03-06,2018-12-01
9932,20960,/games/boxart/default.jpg,Evolution RTS,PC,Misc,Unknown,Unknown,,,,,,,,,,2014-04-04,
9933,20962,/games/boxart/default.jpg,Evopollution,PC,Misc,Unknown,Unknown,,,,,,,,,,2014-04-23,
9934,20992,/games/boxart/default.jpg,F-Zero: Maximum Velocity,WiiU,Misc,Nintendo,Unknown,,,,,,,,,,2014-04-17,
9935,33764,/games/boxart/5835562ccc.jpg,F-Zero: Maximum Velocity,GBA,Racing,Nintendo,"Nd Cube Co., Ltd.",,8.7,,1.05,,,,,,2001-06-12,
9936,20993,/games/boxart/4927822ccc.jpg,Fable II Pub Games,XBL,Misc,Microsoft Game Studios,Lionhead Studios,3.0,5.2,,,,,,,,2008-08-13,
9937,20997,/games/boxart/default.jpg,Fairy Bloom Freesia,PC,Misc,SCEA Studio San Diego,Unknown,,,,,,,,,,2012-10-17,
9938,20999,/games/boxart/default.jpg,"Fairy Tale About Father Frost, Ivan and Nastya",PC,Misc,1C Company,Unknown,,,,,,,,,,2000-12-20,
9939,21007,/games/boxart/default.jpg,Famaze,PC,Misc,Unknown,Unknown,,,,,,,,,,2014-05-05,
9940,21014,/games/boxart/full_8045923AmericaFrontccc.jpg,Family Card Games,WW,Misc,Aksys Games,Arc System Works,,,,,,,,,,2009-11-02,
9941,21016,/games/boxart/full_8796991AmericaFrontccc.jpg,Family Feud,PC,Misc,Global Star Software,Ingram Entertainment,,,,,,,,,,2006-09-26,
9942,21017,/games/boxart/7537239ccc.jpg,Family Feud,GBA,Misc,Global Star Software,Ingram Entertainment,,,,,,,,,,2006-10-12,
9943,21018,/games/boxart/full_family-feud_0AmericaFront.jpg,Family Feud,PSN,Misc,Ludia,Ludia Inc.,,,,,,,,,,2010-07-06,
9944,21019,/games/boxart/full_2821402AmericaFrontccc.jpg,Family Feud,GEN,Misc,GameTek,Eurocom Entertainment Software,,,,,,,,,,1993-01-01,
9945,21020,/games/boxart/1492415ccc.jpg,Family Feud,SNES,Misc,GameTek,"Imagineering, Inc.",,,,,,,,,,1993-10-01,
9946,21021,/games/boxart/263303ccc.jpg,Family Feud,3DO,Misc,GameTek,Eurocom Entertainment Software,,,,,,,,,,1994-01-01,
9947,21022,/games/boxart/3370502ccc.jpg,Family Feud,NES,Misc,GameTek,Beam Software,,,,,,,,,,1991-05-01,
9948,21023,/games/boxart/6610478ccc.jpg,Family Feud,PS2,Misc,Global Star Software,Ingram Entertainment,,,,,,,,,,2006-10-12,
9949,21024,/games/boxart/full_4474050AmericaFrontccc.png,Family Feud 2,And,Misc,Unknown,Ludia,,,,,,,,,,2014-04-01,
9950,21042,/games/boxart/default.jpg,Fantasy Grounds,PC,Misc,Unknown,Unknown,,,,,,,,,,2014-05-09,
9951,21043,/games/boxart/default.jpg,Fantasy Hero: Unsigned Legacy,PSV,Misc,Arc System Works,Unknown,,,,,,,,,,2014-12-02,
9952,41324,/games/boxart/full_9179566AmericaFrontccc.png,Fantasy Hero: Unsigned Legacy,NS,Role-Playing,Arc System Works,Arc System Works,,,,,,,,,,2018-01-25,2018-03-12
9953,21048,/games/boxart/default.jpg,Far Cry 3: Blood Dragon,PS3,Misc,Ubisoft,Unknown,,,,,,,,,,2013-05-01,
9954,21049,/games/boxart/default.jpg,Far Cry 3: Blood Dragon,X360,Misc,Ubisoft,Unknown,,,,,,,,,,2013-05-01,
9955,44336,/games/boxart/full_859634AmericaFrontccc.jpg,Far Cry 3: Blood Dragon,PC,Shooter,Ubisoft,Ubisoft Montreal,,,,,,,,,,2013-05-01,2018-05-25
9956,21051,/games/boxart/default.jpg,Farm Frenzy 4,PC,Misc,Big Fish Games,Unknown,,,,,,,,,,2013-07-25,
9957,21052,/games/boxart/default.jpg,Farm Frenzy 4,OSX,Misc,Big Fish Games,Unknown,,,,,,,,,,2013-07-25,
9958,21057,/games/boxart/default.jpg,Farming World,PC,Misc,Unknown,Unknown,,,,,,,,,,,
9959,21058,/games/boxart/default.jpg,Farming World,OSX,Misc,Unknown,Unknown,,,,,,,,,,,
9960,21063,/games/boxart/default.jpg,Fatal Hearts,PC,Misc,Fabio Ricci,Unknown,,,,,,,,,,2014-02-14,
9961,21065,/games/boxart/5434524ccc.jpg,Fatty Bear's Birthday Surprise,3DO,Misc,3DO,Humongous Entertainment,,,,,,,,,,1993-01-01,
9962,21066,/games/boxart/1101316ccc.jpg,Fatty Bear's Birthday Surprise,PC,Misc,Humongous,Humongous Entertainment,,,,,,,,,,1993-01-01,
9963,21072,/games/boxart/default.jpg,Fearless Fantasy,PC,Misc,Unknown,Unknown,,,,,,,,,,2014-05-15,
9964,21075,/games/boxart/default.jpg,Fenix Rage,PS4,Misc,Unknown,Unknown,,,,,,,,,,2014-10-01,
9965,21076,/games/boxart/default.jpg,Fenix Rage,PC,Misc,Green Lava Studios,Unknown,,,,,,,,,,2014-09-24,
9966,28447,/games/boxart/default.jpg,Fenix Rage,XOne,Platform,Green Lava Studios,Green Lava Studios,,,,,,,,,,2015-01-01,
9967,21084,/games/boxart/default.jpg,Fez,PSV,Misc,Polytron,Unknown,,,,,,,,,,2014-03-25,
9968,21085,/games/boxart/full_8720178AmericaFrontccc.jpeg,Fez,PS4,Misc,Polytron,Unknown,,,,,,,,,,2014-03-25,
9969,26788,/games/boxart/full_7892242PALFrontccc.png,Fez,PC,Platform,Trapdoor,Polytron Corporation,,,,1.28,,,,,,2013-05-01,
9970,28450,/games/boxart/default.jpg,Fez,XBL,Platform,Polytron,Polytron,,,,,,,,,,2012-04-13,
9971,21087,/games/boxart/default.jpg,FIFA 13,PS2,Misc,EA Sports,Unknown,,,,,,,,,,2012-09-25,
9972,49554,/games/boxart/full_5731689AmericaFrontccc.jpg,FIFA 13,PS3,Sports,EA Sports,EA Canada,,,,,8.01,1.07,0.13,5.13,1.68,2012-09-25,2018-04-06
9973,49561,/games/boxart/full_6831972AmericaFrontccc.jpg,FIFA 13,X360,Sports,EA Sports,EA Canada,,,,,5.11,1.1,0.03,3.49,0.5,2012-09-25,2018-04-06
9974,50065,/games/boxart/full_506342AmericaFrontccc.jpg,FIFA 13,Wii,Sports,EA Sports,EA Canada,,,,,0.69,0.18,,0.46,0.06,2012-09-25,2018-04-06
9975,50291,/games/boxart/full_9166652AmericaFrontccc.jpg,FIFA 13,WiiU,Sports,EA Sports,EA Canada,,7.0,,,0.49,0.18,,0.28,0.04,2012-11-18,2018-04-06
9976,50463,/games/boxart/full_5708975AmericaFrontccc.jpg,FIFA 13,PSP,Sports,EA Sports,EA Canada,,,,,0.38,0.06,0.02,0.22,0.08,2012-09-25,2018-04-06
9977,50471,/games/boxart/full_334308PALFrontccc.jpg,FIFA 13,PC,Sports,EA Sports,EA Canada,,,,,0.38,0.02,,0.32,0.04,2012-09-25,2018-04-06
9978,50619,/games/boxart/full_6132569AmericaFrontccc.jpg,FIFA 13,3DS,Sports,EA Sports,EA Canada,,,,,0.3,0.06,,0.21,0.02,2012-09-25,2018-04-06
9979,21091,/games/boxart/default.jpg,Final Fantasy,GBA,Misc,Nintendo,Unknown,,,,,,,,,,2004-11-29,
9981,36999,/games/boxart/3319352ccc.gif,Final Fantasy,NES,Role-Playing,Nintendo,Square,,8.5,,1.2,,,,,,1990-07-12,
9982,37260,/games/boxart/full_6963866JapanFrontccc.jpg,Final Fantasy,WS,Role-Playing,Square,SquareSoft,,,,,0.51,,0.51,,,2000-12-09,
9983,39566,/games/boxart/full_6265477JapanFrontccc.jpg,Final Fantasy,PS,Role-Playing,Square Enix,SquareSoft,,,,,,,,,,2003-04-08,
9984,39567,/games/boxart/full_2569015AmericaFrontccc.gif,Final Fantasy,VC,Role-Playing,Square Enix,Square,,8.5,,,,,,,,2009-10-05,
9985,39568,/games/boxart/full_1708367JapanFrontccc.jpg,Final Fantasy,PSN,Role-Playing,Square Enix,SquareSoft,,,,,,,,,,2009-06-24,
9986,21092,/games/boxart/default.jpg,Final Fantasy II,GBA,Misc,Nintendo,Unknown,,,,,,,,,,2004-11-29,
9987,21093,/games/boxart/default.jpg,Final Fantasy II,PSP,Misc,Square Enix,Unknown,,,,,,,,,,2007-07-24,
9988,36935,/games/boxart/7014894ccc.jpg,Final Fantasy II,SNES,Role-Playing,Square,Square,,10.0,,1.7,,,,,,1991-11-23,
9989,37116,/games/boxart/full_8050160JapanFrontccc.jpg,Final Fantasy II,NES,Role-Playing,Square,Square,,,,,0.76,,0.76,,,1988-12-17,
9990,37534,/games/boxart/full_5304821JapanFrontccc.jpg,Final Fantasy II,WS,Role-Playing,Square,SquareSoft,,,,,0.25,,0.25,,0.0,2001-05-02,
9991,39574,/games/boxart/full_9530402JapanFrontccc.jpg,Final Fantasy II,VC,Role-Playing,Square Enix,Square,,,,,,,,,,2009-06-16,
9992,39575,/games/boxart/full_522980JapanFrontccc.jpg,Final Fantasy II,PS,Role-Playing,Square Enix,SquareSoft,,,,,,,,,,2003-04-08,
9993,39576,/games/boxart/full_1823355JapanFrontccc.jpg,Final Fantasy II,PSN,Role-Playing,Square Enix,SquareSoft,,,,,,,,,,2011-03-02,
9994,21094,/games/boxart/default.jpg,Final Fantasy IV,PSP,Misc,Square Enix,Unknown,,,,,,,,,,2011-04-19,
9995,21095,/games/boxart/default.jpg,Final Fantasy IV,GBA,Misc,Square Enix,Unknown,,,,,,,,,,2005-12-12,
9996,21096,/games/boxart/default.jpg,Final Fantasy IV,TG16,Misc,ArtDink,Unknown,,,,,,,,,,1993-06-11,
9997,21097,/games/boxart/default.jpg,Final Fantasy IV,Wii,Misc,Square Enix,Unknown,,,,,,,,,,2010-03-08,
9998,37000,/games/boxart/1972591ccc.jpg,Final Fantasy IV,DS,Role-Playing,Square Enix,Matrix Software,9.0,8.5,9.0,1.2,,,,,,2008-07-21,
9999,37429,/games/boxart/full_9069462JapanFrontccc.jpg,Final Fantasy IV,PS,Role-Playing,SquareSoft,SquareSoft,,,,,0.31,,0.29,,0.02,2001-06-29,
10000,37857,/games/boxart/full_2971002AmericaFrontccc.jpg,Final Fantasy IV,PC,Role-Playing,Square Enix,Square Enix,,,,0.14,,,,,,2014-09-17,2019-04-22
10001,39581,/games/boxart/full_8611381JapanFrontccc.jpg,Final Fantasy IV,WS,Role-Playing,Square,SquareSoft,,,,,,,,,,2002-03-29,
10002,21098,/games/boxart/default.jpg,Final Fantasy Tactics,And,Misc,Square Enix,Unknown,,,,,,,,,,2013-02-14,
10003,21099,/games/boxart/default.jpg,Final Fantasy Tactics,PSP,Misc,Square Enix,Unknown,,,,,,,,,,2007-10-09,
10004,36879,/games/boxart/full_7911693AmericaFrontccc.jpg,Final Fantasy Tactics,PS,Role-Playing,Sony Computer Entertainment,SquareSoft,,8.8,,2.5,,,,,,1998-01-28,
10005,39594,/games/boxart/full_7902181AmericaFrontccc.png,Final Fantasy Tactics,PSN,Role-Playing,Sony Computer Entertainment,SquareSoft,,,,,,,,,,2009-09-17,
10006,21100,/games/boxart/default.jpg,Final Fantasy VI,GBA,Misc,Nintendo,Unknown,,,,,,,,,,2007-02-05,
10007,38001,/games/boxart/full_4855031AmericaFrontccc.jpg,Final Fantasy VI,PC,Role-Playing,Square Enix,Square Enix,,,,0.1,,,,,,2015-12-16,2019-03-27
10008,38108,/games/boxart/full_2544229PALFrontccc.jpg,Final Fantasy VI,PS,Role-Playing,SquareSoft,TOSE Software,,,,,0.08,,0.08,,0.01,1999-09-30,
10009,39600,/games/boxart/full_final-fantasy-vi_131PALFront.png,Final Fantasy VI,PSN,Role-Playing,Square Enix,TOSE Software,,,,,,,,,,2011-12-06,
10010,21111,/games/boxart/default.jpg,Final Rush,PC,Misc,Unknown,Unknown,,,,,,,,,,2013-09-17,
10011,21116,/games/boxart/full_8787929AmericaFrontccc.jpg,Fire,XBL,Misc,Microsoft,GoVids,,,,,,,,,,2009-09-16,
10012,21120,/games/boxart/default.jpg,Firefighters 2014,PC,Misc,Rondomedia,Unknown,,,,,,,,,,2014-05-21,
10013,21133,/games/boxart/default.jpg,Fist Puncher,Ouya,Misc,Adult Swim,Unknown,,,,,,,,,,2014-02-25,
10014,21134,/games/boxart/default.jpg,Fist Puncher,PC,Misc,Adult Swim,Unknown,,,,,,,,,,2013-06-21,
10015,21135,/games/boxart/default.jpg,Fist Puncher,X360,Misc,Adult Swim,Unknown,,,,,,,,,,2013-07-31,
10016,21136,/games/boxart/default.jpg,Fistful of Frags,PC,Misc,Unknown,Unknown,,,,,,,,,,2014-05-09,
10017,21137,/games/boxart/default.jpg,Fistful of Frags,Linux,Misc,Unknown,Unknown,,,,,,,,,,2014-05-09,
10018,21138,/games/boxart/default.jpg,Fistful of Frags,OSX,Misc,Unknown,Unknown,,,,,,,,,,2014-05-09,
10019,21142,/games/boxart/default.jpg,Flame Over,PSV,Misc,Laughing Jackal,Unknown,,,,,,,,,,2015-01-01,
10020,21144,/games/boxart/default.jpg,Flappy Bird,And,Misc,Codemasters Online,Unknown,,,,,,,,,,2013-05-24,
10021,21148,/games/boxart/default.jpg,Flashback (2013),PS3,Misc,Ubisoft,Unknown,,,,,,,,,,2013-10-02,
10022,21149,/games/boxart/full_7795334AmericaFrontccc.jpg,Flashback (2013),PC,Misc,Ubisoft,Unknown,,,,,,,,,,2013-10-01,
10023,21150,/games/boxart/default.jpg,Flashback (2013),X360,Misc,Ubisoft,Unknown,,,,,,,,,,2013-08-21,
10024,21153,/games/boxart/default.jpg,Flight Control,PS3,Misc,Firemint,Unknown,,,,,,,,,,2011-01-27,
10025,21154,/games/boxart/default.jpg,Flight Control,And,Misc,Namco Bandai Games,Unknown,,,,,,,,,,2011-11-18,
10026,21155,/games/boxart/default.jpg,Flight Control,PC,Misc,Firemint,Unknown,,,,,,,,,,2011-11-18,
10027,48433,/games/boxart/full_flight-control_118AmericaFront.jpg,Flight Control,WW,Simulation,Firemint,Firemint,,8.0,,,,,,,,2011-08-18,
10028,48434,/games/boxart/full_8886239AmericaFrontccc.jpg,Flight Control,DSiW,Simulation,Firemint,Firemint,,,,,,,,,,2010-02-22,
10029,21160,/games/boxart/default.jpg,Flip the Core,3DS,Misc,Engine Software,Unknown,,,,,,,,,,2012-06-28,
10030,21161,/games/boxart/default.jpg,Flip the Core,DSi,Misc,Engine Software,Unknown,,,,,,,,,,2012-06-28,
10031,21172,/games/boxart/default.jpg,Floating Cloud God Saves the Pilgrims,PSV,Misc,Unknown,Unknown,,,,,,,,,,2014-01-01,
10032,21173,/games/boxart/default.jpg,Floating Cloud God Saves the Pilgrims,PSP,Misc,Unknown,Unknown,,,,,,,,,,2014-01-01,
10033,21174,/games/boxart/default.jpg,Flockers,PC,Misc,Team17 Software,Unknown,,,,,,,,,,2014-05-16,
10034,21178,/games/boxart/default.jpg,Flower Shop: Summer In Fairbrook,PC,Misc,Winter Wolves Studio,Unknown,,,,,,,,,,2010-01-28,
10035,21179,/games/boxart/default.jpg,Flower Shop: Summer In Fairbrook,Linux,Misc,Winter Wolves Studio,Unknown,,,,,,,,,,2014-05-16,
10036,21180,/games/boxart/default.jpg,Flower Shop: Summer In Fairbrook,OSX,Misc,Winter Wolves Studio,Unknown,,,,,,,,,,2010-01-28,
